
snap(20,5,-35)
sky(204,214,255)
fog(226,203,199)
clouds(204,214,255,2,-1140)
ground(193,185,180)
texture(196,142,46,20)
fadefrom(5000)
density(5)
mountains(18086)

name(Maximum Overfly)
nlaps(3)


set(47,0,0,0)p
set(10,0,5600,0)p
set(10,0,11200,0)p
set(10,0,16000,0)p
set(31,0,20109,0)pr
set(23,0,21789,180)p

set(24,0,30800,180)p
set(15,0,33600,0)p
set(15,0,39200,0)p
set(15,0,44800,0)p
set(15,0,50400,0)
chk(42,0,47600,0)
set(17,0,54950,0)pt
set(44,4550,54950,90)p
set(43,10150,54950,90)p
set(43,15750,54950,90)p
set(35,14800,55450,90)
set(35,16400,54450,-90)pr
set(43,21350,54950,90)p
set(43,26950,54950,-90)p
set(44,32550,54950,-90)
chk(42,32000,54950,90)
set(17,37100,54950,180)
set(17,37100,58450,-90)pt
set(44,32550,58450,-90)p
set(43,26950,58450,-90)
set(34,26950,58450,-90)pr
set(43,21350,58450,-90)p
set(43,15750,58450,90)p
set(44,10150,58450,90)
chk(42,7150,58450,90)
set(17,5600,58450,90)
set(17,5600,61950,0)pt
set(44,10150,61950,90)p
set(43,15750,61950,-90)p
set(43,21350,61950,90)p
set(43,26950,61950,90)p
set(33,26950,61950,90)
set(43,32550,61950,-90)p
set(33,32550,61950,90)
set(43,38150,61950,90)p
set(33,38150,61950,90)
set(43,43750,61950,90)p
fix(41,40950,61950,-600,90)
set(33,43750,61950,90)
set(44,49350,61950,-90)p
set(16,54950,61950,-90)p
set(17,59500,61950,180)
set(15,59500,66500,0)
chk(42,59500,66500,0)
set(15,59500,72100,0)p
set(15,59500,77700,180)p
set(15,59500,83300,0)p
set(24,59500,86100,0)
set(35,59500,85400,180)pr

set(23,59500,92100,0)

set(10,59500,94900,0)p
set(10,59500,100500,0)p

set(14,59500,105050,0)pt
set(10,64050,105050,90)p
set(10,69650,105050,-90)p
set(10,75250,105050,-90)
chk(40,77250,105050,90)
set(14,79800,105050,-90)pt
set(10,79800,100500,0)p
set(14,79800,95950,180)pt
set(10,75250,95950,90)p
set(10,69650,95950,-90)p
set(23,62861,95950,-90)
set(31,63541,95950,90)pr

set(23,56139,95950,90)
set(31,55459,95950,-90)p
set(10,49350,95950,90)p
set(10,43750,95950,90)p
set(10,38150,95950,-90)p
set(10,32550,95950,90)p
set(10,26950,95950,90)
chk(40,26950,95950,90)
set(14,22400,95950,0)

set(10,22400,91400,0)p
set(10,22400,85800,180)p
set(28,22400,91200,0)

set(10,22400,80200,0)p
set(10,22400,74600,180)p
set(10,22400,72600,0)p
set(23,22400,66491,0)
set(31,22400,67491,180)pr

set(23,22400,50500,180)p
set(30,22400,48820,0)p
set(10,22400,42711,0)p
set(10,22400,37111,0)p
set(10,22400,31511,0)p
set(10,22400,22400,0)
set(31,22400,25402,180)pr
set(10,22400,16800,0)p
set(10,22400,11200,180)p
set(10,22400,5600,180)p
set(10,22400,0,0)
chk(40,22400,0,0)
set(14,22400,-4550,180)pt
set(10,17850,-4550,90)p
set(10,12250,-4550,90)p
set(10,8400,-4550,-90)p
set(10,4550,-4550,-90)p
set(14,0,-4550,90)pt

set(44,32550,67950,90)
set(43,38150,67950,90)
set(43,43750,67950,90)
set(44,49350,67950,-90)
set(17,53900,67950,180)
set(44,53900,72500,180)
set(43,53900,78100,180)
set(44,53900,83700,0)
set(17,53900,88250,-90)
set(44,49350,88250,-90)
set(43,43750,88250,90)
set(43,38150,88250,-90)
set(44,32550,88250,90)
set(17,28000,88250,0)
set(44,28000,83700,0)
set(43,28000,78100,180)
set(44,28000,72500,180)
set(17,28000,67950,90)



set(24,9000,14000,180)po
set(15,9000,16800,0)p
set(15,9000,22400,180)p
set(15,9000,28000,180)
set(34,9000,28000,180)pr
set(15,9000,33600,0)
set(34,9000,33600,180)pr
fix(41,9000,31200,-2100,0)s
set(15,9000,39200,180)
set(15,9000,44800,0)
set(24,9000,47600,0)p



set(65,1299,1935,0)
set(66,-1172,1957,-90)
set(67,-1963,5106,0)
set(66,1500,6782,90)
set(65,-1734,16427,-90)
set(65,1500,27521,0)
set(65,4330,34805,90)
set(65,-2452,49046,180)
set(66,5012,39504,0)
set(66,-1138,-4326,90)
set(68,2710,16284,0)
set(69,3100,11278,90)
set(69,-2048,42390,180)
set(68,-1396,8528,-90)
set(67,-2432,28970,0)
set(67,-2040,40114,90)
set(66,2654,47824,-90)
set(66,12984,26930,0)
set(66,16354,15350,90)
set(73,6590,52456,-90)
set(73,15402,52482,0)
set(73,34704,56746,90)
set(73,25861,60210,180)
set(73,7834,60350,-90)
set(73,18756,63857,0)
set(73,41415,64061,90)
set(73,42914,59304,-90)
set(73,36986,59670,0)
set(73,9066,63664,90)
set(73,54730,64042,180)
set(73,51636,65056,-90)
set(73,52000,59674,0)
set(73,39214,52854,90)
set(74,61276,65256,180)
set(74,57376,63592,-90)
set(74,59134,60544,0)
set(74,46490,59214,90)
set(74,42538,64180,180)
set(74,29402,60306,-90)
set(74,29252,56792,0)
set(74,21396,56708,90)
set(74,7564,57068,180)
set(74,7468,60216,-90)
set(74,13332,63676,0)
set(74,29812,64360,90)
set(74,27556,64084,180)
set(74,39588,64084,-90)
set(75,1956,52344,0)
set(75,-1732,52320,90)
set(75,3248,56944,180)
set(75,14944,56768,-90)
set(75,35092,56924,0)
set(75,33456,56532,90)
set(75,36456,60052,180)
set(75,18788,60064,-90)
set(75,4300,61692,0)
set(74,4732,58536,90)
set(75,24392,63732,180)
set(75,35324,63924,-90)
set(75,48596,64236,0)
set(75,52244,64020,90)
set(75,20600,53036,180)
set(74,29364,52820,-90)
set(73,37912,53720,0)
set(73,57428,65392,90)
set(73,55152,60172,180)
set(73,12568,52608,-90)
set(74,10108,52704,0)
set(74,25524,52692,90)
set(74,42332,56224,180)
set(75,49832,57666,0)
set(75,43012,57356,90)
set(74,59964,57987,180)
set(74,20224,56690,-90)
set(74,14578,60289,0)
set(74,22282,52894,90)
set(75,22095,53132,180)
set(75,8106,51415,-90)
set(75,5930,51602,0)
set(75,25612,56639,90)
set(75,20595,63979,180)
set(75,20391,65118,-90)
set(75,1153,59979,0)
set(74,2054,58993,90)
set(73,337,57293,180)
set(73,39750,57800,0)
set(74,39900,55800,90)
set(75,40475,56975,180)
set(75,11500,56600,-90)
set(70,57700,69275,0)
set(70,57525,80850,90)
set(70,61275,102525,0)
set(70,70450,106175,90)
set(70,76775,101825,180)
set(70,64400,93825,-90)
set(70,39300,97375,0)
set(70,25325,93875,90)
set(70,20125,81900,180)
set(70,20675,72625,-90)
set(70,36275,82325,0)
set(71,61375,70500,90)
set(71,61300,78425,180)
set(71,62825,86300,-90)
set(71,58000,104200,0)
set(71,73975,97925,90)
set(71,46275,80475,-90)
set(72,40650,84475,0)
set(72,65666,76190,90)
set(72,66194,89586,180)
set(72,51520,92346,-90)
set(72,54478,99704,90)
set(72,44610,98112,180)
set(72,35060,93986,-90)
set(72,24310,87938,0)
set(72,23906,76664,180)
set(72,25010,83760,-90)
set(72,24094,98530,90)
set(72,39584,74836,90)
set(70,55872,90224,180)
set(71,62964,98646,180)
set(71,81836,100052,-90)
set(70,56066,91752,-90)
set(70,42650,94018,0)
set(74,28850,51100,-90)
set(75,32100,51150,0)
set(73,25425,51125,90)
set(73,35225,52425,180)
set(73,15550,64750,-90)
set(74,16525,64700,0)
set(74,37137,64713,90)
set(70,31112,98256,-90)
set(71,19425,92875,0)
set(70,20100,97525,180)
set(72,19550,87025,0)
set(72,24425,70025,90)
set(65,24550,47600,180)
set(65,20400,38550,-90)
set(65,24250,19150,0)
set(65,19050,2950,90)
set(66,24500,5975,180)
set(66,20050,15500,-90)
set(66,20275,31200,0)
set(67,20550,50825,180)
set(68,20350,44525,-90)
set(68,24600,28875,0)
set(68,23425,-4825,90)
set(69,20325,8025,180)
set(69,24250,39975,-90)
set(68,10850,-3150,90)
set(67,13800,400,180)
set(67,19500,-3325,-90)
set(67,9925,-5950,0)
set(65,19572,-3008,180)
set(69,1396,-2123,0)
set(65,15732,13608,90)
set(66,7889,7966,180)
set(67,15267,8369,-90)
set(68,15484,20229,0)
set(69,12489,38790,90)
set(65,6562,49797,180)
set(66,14566,50243,-90)
set(67,15624,34938,0)
set(66,15612,35336,90)
set(68,24336,13811,180)
set(65,24201,35839,90)
set(68,-2200,34824,-90)
set(65,2188,37688,90)
set(74,3060,59740,90)
set(75,5144,63388,180)
set(73,3824,62740,-90)
set(74,2156,61104,0)
set(74,5500,57116,90)
set(74,7392,64540,180)
set(74,11460,64348,-90)
set(73,3240,57816,180)
set(73,3296,60756,0)
set(73,60940,62124,90)
set(74,60600,60432,180)
set(74,55716,58328,-90)
set(75,62000,64129,0)
set(75,55422,64911,90)
set(69,11187,8748,180)
set(65,10810,19382,0)
set(71,69000,100975,0)
set(72,49425,98025,180)
