snap(-19,-7,18)
sky(211,227,254)
fog(203,212,228)
clouds(190,235,255,4,-1500)
ground(192,195,202)
texture(60,120,160,37)
fadefrom(6800)
density(3)
mountains(83527)

nlaps(11)

name(Rocket Arena)

set(47,0,0,0)p
set(54,700,567,180)
set(54,700,-1675,180)
set(54,700,-588,180)
set(54,-700,-588,180)
set(54,-700,-1675,180)
set(54,-700,567,180)
set(10,0,5600,0)p
set(14,0,10150,0)pt
set(10,4550,10150,-90)
set(52,5466,10500,-90)pr
set(22,7910,10150,90)
set(18,11270,10150,90)
set(52,7350,10500,90)pr
set(18,16870,10150,90)
set(36,16730,12501,0)
set(36,14770,12501,0)ph
set(25,12810,10896,180)
set(25,16730,10896,180)
set(25,14770,10896,180)
set(18,22470,10150,90)
set(36,20650,12501,0)
set(36,18690,12501,0)
set(36,22610,12501,0)ph
set(25,20650,10896,180)
set(25,18690,10896,180)
set(25,22610,10896,180)
set(18,28070,10150,90)
set(36,24570,12501,0)
set(36,26530,12501,0)
set(32,28036,11200,-90)
set(32,28936,11200,90)pr
set(25,26530,10896,180)
set(25,24570,10896,180)
set(25,28490,10896,180)
set(19,32620,10150,-90)pt
set(21,32620,5600,0)p
set(44,32620,0,0)
chk(42,32620,-2800,0)
set(44,32620,-5600,180)p
set(16,32620,-11200,0)
set(17,32620,-15750,180)
set(15,28070,-15750,-90)
set(15,22470,-15750,90)
set(15,16870,-15750,-90)
set(21,11270,-15750,90)
set(22,7910,-15750,90)
set(10,4550,-15750,90)
set(14,0,-15750,90)pt
set(10,0,-11200,0)p
set(10,0,-5600,0)
set(54,700,-6130,180)
set(54,-700,-3890,180)
set(54,700,-3890,180)
set(54,700,-5040,180)
set(54,-700,-5040,180)
set(54,-700,-6130,180)
chk(40,0,-2800,0)
set(10,8361,-11759,90)
set(22,11721,-11759,90)
set(18,15081,-11759,90)
set(22,18441,-11759,-90)
set(55,16540,-15750,90)pr
set(22,19561,-11759,-90)
set(10,22921,-11759,90)
set(22,26281,-11759,90)
set(22,27401,-11759,-90)
set(23,27961,-11759,90)
set(53,28034,-15750,-90)pr
set(10,25161,-2799,90)
set(10,19561,-2799,90)
set(50,20881,-2799,90)
fix(41,16175,-2799,-8000,90)
fix(41,16175,-2799,-4000,90)
fix(41,16175,-2799,-6000,90)
set(22,16201,-2799,90)
set(10,12841,-2799,90)
set(10,7241,-2799,90)
set(50,11521,-2799,-90)
set(23,4441,-2799,-90)
set(23,27961,-2799,90)
set(23,27961,6161,90)
set(22,5001,-11759,-90)
set(23,4441,-11759,-90)
set(28,4725,-15750,90)pr
set(10,25161,6161,90)
set(22,21801,6161,-90)
set(18,17321,6161,90)
set(22,13961,6161,90)
set(22,12841,6161,-90)
set(22,11721,6161,-90)
set(18,8361,6161,90)
set(22,5001,6161,90)
set(23,4441,6161,-90)
set(22,20681,6161,90)
set(10,-5275,5500,180)
set(23,-5275,8300,180)
set(10,-5275,-100,180)
set(10,-5275,-5700,180)
set(10,-5275,-11300,180)
set(23,-5275,-14100,0)
set(46,-5275,-2875,0)
set(45,-5275,4380,180)
set(45,-5275,-10180,0)
set(23,37771,-14092,0)
set(10,37771,-5692,180)
set(10,37771,-92,180)
set(10,37771,5508,180)
set(23,37771,8308,180)
set(60,37771,-2925,180)
set(10,37771,-11292,180)
set(56,37771,-11894,0)
set(57,37771,-9093,0)
set(56,37771,6110,180)
set(57,37771,3309,180)po


set(65,4440,3122,0)
set(65,9720,-6524,90)
set(65,22275,2588,180)
set(65,24728,-8315,0)
set(66,6521,754,90)
set(66,27930,4060,180)
set(66,28360,-5490,-90)
set(66,2470,-8470,0)
set(67,11300,2300,180)
set(67,21370,1460,-90)
set(67,13810,-9510,0)
set(68,7020,-9380,90)
set(68,13860,1810,180)
set(69,7200,4290,-90)
set(69,15990,-4980,0)
set(66,18370,-10200,90)
set(68,22302,-6601,180)
set(69,27066,725,-90)
pile(8229,4,2,26949,8299)
pile(4640,3,2,25709,8175)
pile(1733,5,4,22857,8268)
pile(9719,6,4,17344,7586)
pile(6900,6,4,10896,7865)
pile(4977,5,5,7331,7803)
pile(5538,3,4,8819,7648)
pile(8052,3,4,9780,8454)
pile(9640,3,4,2097,8764)
pile(3743,3,4,4019,7927)
pile(1307,3,4,3151,8330)
pile(5591,5,4,3151,12608)
pile(612,2,4,-3125,550)
pile(9141,4,6,20400,-18450)
pile(4908,4,6,22675,-18500)
pile(5750,4,6,19175,-17650)
pile(81,4,6,27700,-13225)
pile(3837,4,6,22550,-13700)
pile(2149,6,5,26625,-13625)
pile(3930,3,3,25200,-13750)
pile(2561,3,3,24200,-13350)
pile(989,6,6,14175,-13375)
pile(5611,5,5,15300,-13775)
pile(5436,5,5,4275,-13525)
pile(661,6,4,5225,-13750)
pile(2775,2,5,6475,-13325)
pile(7588,2,5,6450,-14100)
pile(3097,2,5,15925,-13425)
pile(7886,2,5,16275,-17950)
pile(3131,2,5,15550,-17475)
pile(6986,2,5,25700,-13025)
pile(5253,2,5,23950,7475)
pile(8767,2,5,22750,7550)
pile(2161,2,5,4450,13000)
pile(7968,5,4,10425,14450)
pile(1631,5,4,7875,14900)
pile(6578,5,4,13000,15475)
pile(190,5,4,22850,14425)
pile(5438,5,4,17100,15200)
pile(3492,5,4,29900,13450)
pile(2162,2,4,24400,14625)
pile(3171,2,4,23450,15025)
pile(4135,3,5,28775,14050)
pile(4189,5,4,28950,12800)
pile(7096,2,4,11525,14350)
pile(3000,4,4,11300,15225)
pile(8399,3,3,16200,14850)
pile(8380,3,3,-3125,10250)
pile(7626,3,3,-5600,12075)
pile(3435,5,3,-4775,12600)
pile(8108,5,2,-3850,11625)
pile(3744,5,2,-3325,5675)
pile(9433,3,6,-2375,6400)
pile(2072,5,5,-2300,4050)
pile(9734,5,5,-7050,7550)
pile(1805,4,3,-7750,6650)
pile(438,6,4,-8350,7350)
pile(5044,6,4,-7300,-450)
pile(981,6,2,-6900,575)
pile(7485,2,3,-8325,225)
pile(7641,4,2,-8425,-700)
pile(9832,4,2,-7800,-1900)
pile(6809,4,2,-2725,-1675)
pile(9348,4,2,-3250,-775)
pile(2651,2,5,-2225,-775)
pile(9430,4,5,-3125,-3225)
pile(2665,4,5,-3025,-5625)
pile(9083,4,5,-2115,-10051)
pile(1820,4,5,-3149,-9816)
pile(8656,2,2,-2773,-11320)
pile(6318,4,3,-2115,-10991)
pile(6443,3,4,-3337,-14563)
pile(8473,3,4,-1645,-16490)
pile(6299,6,6,-2867,-16537)
pile(4519,5,4,-8037,-11696)
pile(7142,2,4,-8648,-9628)
pile(7738,2,4,-8037,-10568)
pile(1348,3,6,-8977,-10662)
pile(9641,2,5,-6909,-9111)
pile(6826,4,5,-7614,-9675)
pile(9937,4,5,-7849,-6761)
pile(479,4,5,2249,-17936)
pile(7803,4,3,3894,-18124)
pile(4541,4,3,4693,-17466)
pile(3330,4,3,6197,-18406)
pile(6442,4,3,34077,13935)
pile(5421,4,3,35158,13418)
pile(6753,4,3,35017,7308)
pile(3390,4,3,35675,6462)
pile(1440,4,3,36098,7825)
pile(3863,4,5,35393,5428)
pile(5282,4,5,40704,7261)
pile(6241,5,4,40422,6133)
pile(8149,5,4,40511,902)
pile(420,5,4,39383,949)
pile(7216,6,3,35529,-837)
pile(8152,2,6,35858,-4080)
pile(6822,2,6,35435,-2905)
pile(3075,4,6,36234,-2153)
pile(2497,3,5,35012,-3986)
pile(202,3,5,39363,-14384)
