
snap(5,20,-35)
sky(219,212,255)
fog(221,197,197)
clouds(234,255,229,0,-1500)
ground(200,187,207)
texture(255,194,0,20)
fadefrom(8000)
density(4)
mountains(72779)

name(Majestic Duty)

nlaps(5)


set(48,0,0,0)p
set(15,0,5600,0)p
set(16,0,11200,180)p
set(15,0,16800,0)
chk(42,0,18800,0)

set(23,0,21800,0)
set(17,0,21350,0)pt
set(15,4550,21350,90)p
set(17,9100,21350,180)pt
set(15,9100,25900,0)p
set(34,9100,25900,180)pr
set(24,9100,28700,0)p

set(23,9100,33000,0)p
set(10,9100,35800,0)p
set(14,9100,40350,-90)pt
set(10,4550,40350,90)
chk(40,4550,40350,90)
set(14,0,40350,0)pt
set(10,0,35800,0)p
set(10,0,30200,0)p
set(10,0,24600,180)
set(26,0,23700,180)pr
fix(41,0,18800,-1500,0)s

chk(42,0,-14000,0)
set(15,0,-16800,180)p
set(15,0,-22400,0)p
set(35,0,-22400,0)p
set(15,0,-28000,180)p
set(15,0,-33600,0)p
set(17,0,-38150,90)pt
set(20,4550,-38150,-90)p
set(14,9100,-38150,180)pt
set(10,9100,-33600,0)
chk(40,9100,-33600,0)
set(10,9100,-28000,0)
set(32,9450,-28000,0)pr

set(10,9100,-22400,180)p
set(10,9100,-16800,180)p
set(14,9100,-12250,-90)pt
set(10,4550,-12250,90)p
set(23,1750,-12250,-90)
chk(40,3000,-12250,90)
set(16,0,-11200,180)p
set(15,0,-5600,0)p

set(23,4670,28191,0)
set(30,4670,31500,0)
set(23,4670,33180,180)

set(22,4670,10960,0)
set(11,4670,14320,0)
set(23,4670,17120,180)
set(27,4670,18120,0)

set(18,4670,7600,0)po
set(18,4670,2000,180)p
set(22,4670,-1360,180)p
set(11,4670,-4720,0)p
set(23,4670,-7520,0)p
set(27,4670,-8520,180)
fix(41,4670,-12000,-1400,0)s

set(23,4670,-23836,180)p
set(29,4670,-26000,0)
set(23,4670,-28164,0)p


set(65,-1975,3425,0)
set(66,-2040,7140,90)
set(67,-2100,8600,180)
set(68,-2060,13980,-90)
set(69,-1960,20020,0)
set(66,-2080,22780,90)
set(67,-2080,23120,180)
set(65,-2120,27240,-90)
set(68,-2120,31700,0)
set(66,-2220,35360,90)
set(65,-1950,38590,180)
set(67,-1905,42585,-90)
set(68,-1850,1270,0)
set(69,-1835,-3380,90)
set(67,-1745,-6555,180)
set(66,-1820,-9630,-90)
set(65,-1835,-12515,0)
set(65,-1850,-17860,90)
set(66,-1835,-21205,180)
set(67,-1820,-21925,-90)
set(68,-1895,-26165,90)
set(66,-1880,-29345,180)
set(66,-1865,-32420,-90)
set(65,11225,23425,180)
set(69,11200,28175,-90)
set(68,10975,33375,0)
set(65,-2100,-40100,90)
set(65,10675,43225,-90)
set(67,11100,38800,180)
set(66,11175,37250,90)
set(66,11125,19375,180)
set(65,11350,15525,-90)
set(67,11325,14225,90)
set(68,11400,11684,180)
set(68,11368,8376,-90)
set(66,11384,5328,0)
set(69,11416,2296,90)
set(67,11350,-200,180)
set(66,11400,-3700,-90)
set(65,11480,-7080,0)
set(65,11440,-10260,90)
set(66,11400,-13760,180)
set(69,11200,-16780,-90)
set(65,-2050,-36750,0)
set(68,11175,-19400,90)
set(66,11225,-22050,180)
set(66,11250,-25750,-90)
set(65,11175,-28475,0)
set(65,11200,-32225,90)
set(67,11175,-35875,180)
set(69,10975,-39525,-90)
set(67,10852,-41736,0)
set(68,8421,-41736,180)
set(69,4675,-41775,0)
set(66,-40,-41862,90)
set(66,7768,43192,180)
set(69,4708,43024,-90)
set(68,538,43051,0)
pile(3064,6,5,9225,-1625)
pile(7086,3,5,2825,-400)
pile(5289,3,5,2300,-1150)
pile(4179,5,5,2725,10375)
pile(8008,5,5,10075,12950)
pile(2708,5,5,7875,14050)
pile(8954,4,2,9400,16000)
pile(293,4,2,3000,18175)
pile(9516,3,4,2575,4900)
pile(2757,2,4,2725,6900)
pile(810,2,4,2575,7725)
pile(2125,2,4,2000,7500)
pile(580,3,6,7525,8850)
pile(1218,3,6,6975,11125)
pile(6368,3,6,8150,10000)
pile(311,4,2,8425,7575)
pile(5238,6,5,6800,6000)
pile(5006,4,5,8700,3000)
pile(5591,3,3,10450,7075)
pile(5885,4,5,9975,9500)
pile(6398,4,3,9500,19125)
pile(8383,5,5,7700,18825)
pile(7937,5,5,3850,23400)
pile(4143,6,2,2325,29175)
pile(8897,4,4,1675,30225)
pile(5307,4,3,6400,30075)
pile(4882,4,4,6975,26750)
pile(2386,4,5,4325,25175)
pile(9163,2,2,7150,23475)
pile(4919,3,5,7225,31425)
pile(975,2,3,8750,30600)
pile(3567,6,6,2375,37475)
pile(7512,5,4,2425,34575)
pile(6207,4,4,7125,34400)
pile(29,6,6,5650,38025)
pile(7673,5,6,4100,36775)
pile(175,4,6,1675,41975)
pile(2762,3,4,500,42250)
pile(1395,4,5,3200,15250)
pile(1813,5,5,2000,11900)
pile(372,5,2,2050,2325)
pile(6764,3,5,3200,425)
pile(6259,6,5,2100,-6150)
pile(910,6,5,8875,41700)
pile(1680,6,5,7750,1075)
pile(4318,5,5,6850,-3700)
pile(3347,6,3,6575,-8900)
pile(2114,4,3,7475,-7900)
pile(7152,4,3,9575,-5800)
pile(6665,3,5,2575,-9475)
pile(5478,3,5,1650,-9075)
pile(7346,3,5,5425,-10975)
pile(8413,3,6,5025,-16375)
pile(7144,5,6,2550,-15750)
pile(5219,5,6,7175,-13750)
pile(1588,3,5,3100,-19650)
pile(1826,6,5,6850,-17350)
pile(4586,5,3,5150,-19325)
pile(69,6,2,2725,-14250)
pile(6264,4,3,6375,-21275)
pile(9586,4,3,2475,-23975)
pile(2086,6,4,2525,-21600)
pile(6782,6,4,7500,-24675)
pile(1823,5,3,6550,-26375)
pile(1678,2,5,2300,-29050)
pile(7229,5,6,2600,-27650)
pile(9027,4,5,2950,-30825)
pile(7645,2,5,4525,-31075)
pile(2976,4,2,6900,-29900)
pile(374,3,6,6775,-23000)
pile(9937,4,4,6100,-31400)
pile(6669,6,5,3700,-34475)
pile(2876,5,4,5000,-33500)
pile(2540,5,4,6750,-36600)
pile(9131,5,4,2625,-36050)
pile(6653,4,5,-475,-39225)
pile(7524,3,2,75,-39900)
pile(8793,2,4,7050,-41325)
pile(3442,6,5,7350,-40175)
pile(6854,6,5,9950,3575)
pile(8352,6,5,3000,42200)
pile(7195,4,2,2825,25800)
pile(5897,2,2,1425,23225)
pile(1329,5,6,2700,-40500)


maxl(18,-2500,-40000)
maxb(3,-42400,-100)
maxt(3,44000,-100)
maxr(18,11900,-40000)





